"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'g8f6', 'e4e5', 'f6d7', 'f2f4', 'c7c5', 'c2c3', 'b8c6', 'd2f3', 'c5d4', 'c3d4', 'f7f6', 'f1d3', 'f8b4', 'c1d2', 'd8b6', 'g1e2', 'f6e5', 'f4e5', 'e8g8', 'a2a3', 'b4e7', 'd1c2', 'f8f3', 'g2f3', 'c6d4', 'e2d4', 'b6d4', 'e1c1', 'd7e5', 'd3h7', 'g8h8', 'c1b1', 'd4h4', 'd2c3', 'e7f6', 'f3f4', 'e5c4', 'c3f6', 'h4f6', 'h7d3', 'b7b5', 'c2e2', 'c8d7', 'h1g1', 'd7e8', 'd1e1', 'e8f7', 'g1g3', 'a8c8', 'e1g1', 'c4d6', 'g3g7', 'd6f5', 'g7g5', 'c8c7', 'd3f5', 'e6f5', 'g5h5']",7k/p1r2b2/5q2/1p1p1p1R/5P2/P7/1P2Q2P/1K4R1 b - - 1 32,w
['e2e4'],rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,w
"['e2e4', 'e7e6', 'd2d4']",rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2']",rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPPN1PPP/R1BQKBNR b KQkq - 1 3,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5']",rnbqkbnr/pp3ppp/4p3/2pP4/3P4/8/PPPN1PPP/R1BQKBNR b KQkq - 0 4,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5', 'd8d5', 'g1f3']",rnb1kbnr/pp3ppp/4p3/2pq4/3P4/5N2/PPPN1PPP/R1BQKB1R b KQkq - 1 5,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5', 'd8d5', 'g1f3', 'c5d4', 'f1c4']",rnb1kbnr/pp3ppp/4p3/3q4/2Bp4/5N2/PPPN1PPP/R1BQK2R b KQkq - 1 6,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5', 'd8d5', 'g1f3', 'c5d4', 'f1c4', 'd5d6', 'e1g1']",rnb1kbnr/pp3ppp/3qp3/8/2Bp4/5N2/PPPN1PPP/R1BQ1RK1 b kq - 3 7,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5', 'd8d5', 'g1f3', 'c5d4', 'f1c4', 'd5d6', 'e1g1', 'g8f6', 'd2b3']",rnb1kb1r/pp3ppp/3qpn2/8/2Bp4/1N3N2/PPP2PPP/R1BQ1RK1 b kq - 5 8,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5', 'd8d5', 'g1f3', 'c5d4', 'f1c4', 'd5d6', 'e1g1', 'g8f6', 'd2b3', 'b8c6', 'b3d4']",r1b1kb1r/pp3ppp/2nqpn2/8/2BN4/5N2/PPP2PPP/R1BQ1RK1 b kq - 0 9,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5', 'd8d5', 'g1f3', 'c5d4', 'f1c4', 'd5d6', 'e1g1', 'g8f6', 'd2b3', 'b8c6', 'b3d4', 'c6d4', 'f3d4']",r1b1kb1r/pp3ppp/3qpn2/8/2BN4/8/PPP2PPP/R1BQ1RK1 b kq - 0 10,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5', 'd8d5', 'g1f3', 'c5d4', 'f1c4', 'd5d6', 'e1g1', 'g8f6', 'd2b3', 'b8c6', 'b3d4', 'c6d4', 'f3d4', 'a7a6', 'd4f3']",r1b1kb1r/1p3ppp/p2qpn2/8/2B5/5N2/PPP2PPP/R1BQ1RK1 b kq - 1 11,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5', 'd8d5', 'g1f3', 'c5d4', 'f1c4', 'd5d6', 'e1g1', 'g8f6', 'd2b3', 'b8c6', 'b3d4', 'c6d4', 'f3d4', 'a7a6', 'd4f3', 'b7b5', 'c4d3']",r1b1kb1r/5ppp/p2qpn2/1p6/8/3B1N2/PPP2PPP/R1BQ1RK1 b kq - 1 12,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5', 'd8d5', 'g1f3', 'c5d4', 'f1c4', 'd5d6', 'e1g1', 'g8f6', 'd2b3', 'b8c6', 'b3d4', 'c6d4', 'f3d4', 'a7a6', 'd4f3', 'b7b5', 'c4d3', 'c8b7', 'a2a4']",r3kb1r/1b3ppp/p2qpn2/1p6/P7/3B1N2/1PP2PPP/R1BQ1RK1 b kq - 0 13,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5', 'd8d5', 'g1f3', 'c5d4', 'f1c4', 'd5d6', 'e1g1', 'g8f6', 'd2b3', 'b8c6', 'b3d4', 'c6d4', 'f3d4', 'a7a6', 'd4f3', 'b7b5', 'c4d3', 'c8b7', 'a2a4', 'f6g4', 'f1e1']",r3kb1r/1b3ppp/p2qp3/1p6/P5n1/3B1N2/1PP2PPP/R1BQR1K1 b kq - 2 14,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5', 'd8d5', 'g1f3', 'c5d4', 'f1c4', 'd5d6', 'e1g1', 'g8f6', 'd2b3', 'b8c6', 'b3d4', 'c6d4', 'f3d4', 'a7a6', 'd4f3', 'b7b5', 'c4d3', 'c8b7', 'a2a4', 'f6g4', 'f1e1', 'd6b6', 'd1e2']",r3kb1r/1b3ppp/pq2p3/1p6/P5n1/3B1N2/1PP1QPPP/R1B1R1K1 b kq - 4 15,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5', 'd8d5', 'g1f3', 'c5d4', 'f1c4', 'd5d6', 'e1g1', 'g8f6', 'd2b3', 'b8c6', 'b3d4', 'c6d4', 'f3d4', 'a7a6', 'd4f3', 'b7b5', 'c4d3', 'c8b7', 'a2a4', 'f6g4', 'f1e1', 'd6b6', 'd1e2', 'f8c5', 'e1f1']",r3k2r/1b3ppp/pq2p3/1pb5/P5n1/3B1N2/1PP1QPPP/R1B2RK1 b kq - 6 16,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5', 'd8d5', 'g1f3', 'c5d4', 'f1c4', 'd5d6', 'e1g1', 'g8f6', 'd2b3', 'b8c6', 'b3d4', 'c6d4', 'f3d4', 'a7a6', 'd4f3', 'b7b5', 'c4d3', 'c8b7', 'a2a4', 'f6g4', 'f1e1', 'd6b6', 'd1e2', 'f8c5', 'e1f1', 'b5b4', 'h2h3']",r3k2r/1b3ppp/pq2p3/2b5/Pp4n1/3B1N1P/1PP1QPP1/R1B2RK1 b kq - 0 17,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5', 'd8d5', 'g1f3', 'c5d4', 'f1c4', 'd5d6', 'e1g1', 'g8f6', 'd2b3', 'b8c6', 'b3d4', 'c6d4', 'f3d4', 'a7a6', 'd4f3', 'b7b5', 'c4d3', 'c8b7', 'a2a4', 'f6g4', 'f1e1', 'd6b6', 'd1e2', 'f8c5', 'e1f1', 'b5b4', 'h2h3', 'g4f6', 'c1g5']",r3k2r/1b3ppp/pq2pn2/2b3B1/Pp6/3B1N1P/1PP1QPP1/R4RK1 b kq - 2 18,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5', 'd8d5', 'g1f3', 'c5d4', 'f1c4', 'd5d6', 'e1g1', 'g8f6', 'd2b3', 'b8c6', 'b3d4', 'c6d4', 'f3d4', 'a7a6', 'd4f3', 'b7b5', 'c4d3', 'c8b7', 'a2a4', 'f6g4', 'f1e1', 'd6b6', 'd1e2', 'f8c5', 'e1f1', 'b5b4', 'h2h3', 'g4f6', 'c1g5', 'f6h5', 'g5e3']",r3k2r/1b3ppp/pq2p3/2b4n/Pp6/3BBN1P/1PP1QPP1/R4RK1 b kq - 4 19,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5', 'd8d5', 'g1f3', 'c5d4', 'f1c4', 'd5d6', 'e1g1', 'g8f6', 'd2b3', 'b8c6', 'b3d4', 'c6d4', 'f3d4', 'a7a6', 'd4f3', 'b7b5', 'c4d3', 'c8b7', 'a2a4', 'f6g4', 'f1e1', 'd6b6', 'd1e2', 'f8c5', 'e1f1', 'b5b4', 'h2h3', 'g4f6', 'c1g5', 'f6h5', 'g5e3', 'c5e3', 'e2e3']",r3k2r/1b3ppp/pq2p3/7n/Pp6/3BQN1P/1PP2PP1/R4RK1 b kq - 0 20,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5', 'd8d5', 'g1f3', 'c5d4', 'f1c4', 'd5d6', 'e1g1', 'g8f6', 'd2b3', 'b8c6', 'b3d4', 'c6d4', 'f3d4', 'a7a6', 'd4f3', 'b7b5', 'c4d3', 'c8b7', 'a2a4', 'f6g4', 'f1e1', 'd6b6', 'd1e2', 'f8c5', 'e1f1', 'b5b4', 'h2h3', 'g4f6', 'c1g5', 'f6h5', 'g5e3', 'c5e3', 'e2e3', 'b6e3', 'f2e3']",r3k2r/1b3ppp/p3p3/7n/Pp6/3BPN1P/1PP3P1/R4RK1 b kq - 0 21,w
"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5', 'd8d5', 'g1f3', 'c5d4', 'f1c4', 'd5d6', 'e1g1', 'g8f6', 'd2b3', 'b8c6', 'b3d4', 'c6d4', 'f3d4', 'a7a6', 'd4f3', 'b7b5', 'c4d3', 'c8b7', 'a2a4', 'f6g4', 'f1e1', 'd6b6', 'd1e2', 'f8c5', 'e1f1', 'b5b4', 'h2h3', 'g4f6', 'c1g5', 'f6h5', 'g5e3', 'c5e3', 'e2e3', 'b6e3', 'f2e3', 'h5g3', 'f1e1']",r3k2r/1b3ppp/p3p3/8/Pp6/3BPNnP/1PP3P1/R3R1K1 b kq - 2 22,w
